chrom	strand	start	end	gid	gname	overlapped	species	assembly
chr13	+	44274643	44278655	ENSMUSG00000089815	Gm5083	false	mouse	GRCm39
chr13	+	44304071	44305429	ENSMUSG00000113458	Gm33684	false	mouse	GRCm39
chr13	-	44339236	44369963	ENSMUSG00000113186	A330076C08Rik	false	mouse	GRCm39
chr13	+	44385874	44393082	ENSMUSG00000113727	Gm47781	false	mouse	GRCm39
chr13	-	44402936	44433925	ENSMUSG00000113689	Gm29676	false	mouse	GRCm39
chr13	-	44517312	44544593	ENSMUSG00000112936	Gm33958	false	mouse	GRCm39
chr13	-	44553912	44608779	ENSMUSG00000098107	Gm27007	false	mouse	GRCm39
chr13	+	44593188	44622506	ENSMUSG00000098144	1700029N11Rik	false	mouse	GRCm39
chr13	-	44625186	44658024	ENSMUSG00000113010	Gm34084	false	mouse	GRCm39
chr13	+	44663034	44664513	ENSMUSG00000113492	Gm47792	false	mouse	GRCm39
chr13	-	44690785	44722144	ENSMUSG00000113977	Gm34276	false	mouse	GRCm39
chr13	+	44775658	44778693	ENSMUSG00000113730	Gm47805	false	mouse	GRCm39
chr13	-	44857489	44857990	ENSMUSG00000120412	Gm56566	false	mouse	GRCm39
chr13	+	44882950	45075119	ENSMUSG00000038518	Jarid2	false	mouse	GRCm39
chr13	-	45075551	45155623	ENSMUSG00000057531	Dtnbp1	false	mouse	GRCm39
chr13	+	45253433	45271206	ENSMUSG00000113553	Gm40932	false	mouse	GRCm39
chr13	+	45389111	45489064	ENSMUSG00000113772	Gm47448	false	mouse	GRCm39
chr13	-	45400108	45421187	ENSMUSG00000113919	Gm34466	false	mouse	GRCm39
chr13	+	45543218	45565498	ENSMUSG00000038175	Mylip	false	mouse	GRCm39
chr13	+	45545287	45545415	ENSMUSG00000120800	Gm56579	false	mouse	GRCm39
chr13	+	45660920	45707276	ENSMUSG00000000253	Gmpr	false	mouse	GRCm39
chr13	-	45703231	46118484	ENSMUSG00000046876	Atxn1	false	mouse	GRCm39
chr13	+	45903048	45908682	ENSMUSG00000114131	Gm47460	false	mouse	GRCm39
chr13	+	46089516	46090380	ENSMUSG00000113987	4930453C13Rik	false	mouse	GRCm39
chr13	+	46118656	46120901	ENSMUSG00000038152	5033430I15Rik	false	mouse	GRCm39
chr13	-	46118871	46119772	ENSMUSG00000120629	Gm56575	false	mouse	GRCm39
chr13	+	46214073	46222241	ENSMUSG00000113860	Gm45949	false	mouse	GRCm39
chr13	-	46328904	46344522	ENSMUSG00000062282	Gm10113	false	mouse	GRCm39
chr13	+	46427197	46453591	ENSMUSG00000063529	Stmnd1	false	mouse	GRCm39
chr13	+	46571910	46584571	ENSMUSG00000038132	Rbm24	false	mouse	GRCm39
chr13	-	46626145	46655460	ENSMUSG00000114752	Gm35110	false	mouse	GRCm39
chr13	+	46655324	46803757	ENSMUSG00000021373	Cap2	false	mouse	GRCm39
chr13	-	46758803	46773256	ENSMUSG00000114596	Gm47523	false	mouse	GRCm39
chr13	+	46822953	46831532	ENSMUSG00000069237	Fam8a1	false	mouse	GRCm39
chr13	-	46833381	46881416	ENSMUSG00000021374	Nup153	false	mouse	GRCm39
chr13	+	46878916	46890823	ENSMUSG00000120329	Gm46412	false	mouse	GRCm39
chr13	-	46902563	47083343	ENSMUSG00000021375	Kif13a	false	mouse	GRCm39
chr13	+	47034503	47038374	ENSMUSG00000114917	Gm48250	false	mouse	GRCm39
chr13	+	47133384	47164667	ENSMUSG00000051606	2010001K21Rik	false	mouse	GRCm39
chr13	-	47166033	47168326	ENSMUSG00000044231	Nhlrc1	false	mouse	GRCm39
chr13	-	47175958	47198213	ENSMUSG00000021376	Tpmt	false	mouse	GRCm39
chr13	+	47196975	47238755	ENSMUSG00000038080	Kdm1b	false	mouse	GRCm39
chr13	-	47238251	47259708	ENSMUSG00000021377	Dek	false	mouse	GRCm39
chr13	+	47259838	47262995	ENSMUSG00000114681	1700026N04Rik	false	mouse	GRCm39
chr13	+	47276132	47401467	ENSMUSG00000038068	Rnf144b	false	mouse	GRCm39
chr13	-	47297418	47302146	ENSMUSG00000114961	A930002C04Rik	false	mouse	GRCm39
chr13	-	47488727	47494415	ENSMUSG00000114958	Gm48612	false	mouse	GRCm39
chr13	+	47514862	47593030	ENSMUSG00000114843	Gm35733	false	mouse	GRCm39
chr13	+	47821026	47821868	ENSMUSG00000114509	4930471G24Rik	false	mouse	GRCm39
chr13	+	48063911	48087777	ENSMUSG00000114959	G630093K05Rik	false	mouse	GRCm39
chr13	-	48113806	48172084	ENSMUSG00000047324	4931429P17Rik	false	mouse	GRCm39
chr13	+	48185249	48195947	ENSMUSG00000114810	Gm36101	false	mouse	GRCm39
chr13	-	48197707	48416099	ENSMUSG00000097622	A330033J07Rik	false	mouse	GRCm39
chr13	-	48261093	48390727	ENSMUSG00000114457	Gm36346	false	mouse	GRCm39
chr13	-	48392530	48416067	ENSMUSG00000114860	Gm49291	false	mouse	GRCm39
chr13	+	48414589	48419502	ENSMUSG00000021379	Id4	false	mouse	GRCm39
chr13	-	48425888	48427392	ENSMUSG00000097326	A330048O09Rik	false	mouse	GRCm39
chr13	-	48512935	48561988	ENSMUSG00000114695	Gm48648	false	mouse	GRCm39
chr13	-	48641123	48666927	ENSMUSG00000050954	Zfp169	false	mouse	GRCm39
chr13	+	48667046	48668335	ENSMUSG00000053181	A830005F24Rik	false	mouse	GRCm39
chr13	-	48686381	48699976	ENSMUSG00000097375	6720427I07Rik	false	mouse	GRCm39
chr13	-	48731348	48779140	ENSMUSG00000038042	Ptpdc1	false	mouse	GRCm39
chr13	+	48746977	48749319	ENSMUSG00000113037	Gm36550	false	mouse	GRCm39
chr13	+	48816474	48819983	ENSMUSG00000021381	Barx1	false	mouse	GRCm39
chr13	-	48955226	49024595	ENSMUSG00000038025	Phf2	false	mouse	GRCm39
chr13	+	49024588	49028936	ENSMUSG00000086889	Phf2os1	false	mouse	GRCm39
chr13	-	49032695	49121493	ENSMUSG00000038014	Fam120a	false	mouse	GRCm39
chr13	+	49121810	49123386	ENSMUSG00000120113	Fam120aos	false	mouse	GRCm39
chr13	-	49189779	49301490	ENSMUSG00000037989	Wnk2	false	mouse	GRCm39
chr13	+	49340961	49349720	ENSMUSG00000037966	Ninj1	false	mouse	GRCm39
chr13	-	49356426	49369523	ENSMUSG00000037960	Card19	false	mouse	GRCm39
chr13	-	49384166	49402182	ENSMUSG00000021384	Susd3	false	mouse	GRCm39
chr13	-	49415030	49473787	ENSMUSG00000037946	Fgd3	false	mouse	GRCm39
chr13	+	49495061	49540502	ENSMUSG00000037933	Bicd2	false	mouse	GRCm39
chr13	+	49574672	49618049	ENSMUSG00000021385	Ippk	false	mouse	GRCm39
chr13	-	49617499	49806261	ENSMUSG00000021391	Cenpp	false	mouse	GRCm39
chr13	+	49646794	49650065	ENSMUSG00000113255	Tes3-ps	false	mouse	GRCm39
chr13	+	49658286	49686265	ENSMUSG00000043631	Ecm2	false	mouse	GRCm39
chr13	+	49697919	49721041	ENSMUSG00000021388	Aspn	false	mouse	GRCm39
chr13	+	49735938	49746298	ENSMUSG00000048368	Omd	false	mouse	GRCm39
chr13	+	49761522	49777977	ENSMUSG00000021390	Ogn	false	mouse	GRCm39
chr13	+	49806550	49832492	ENSMUSG00000021392	Nol8	false	mouse	GRCm39
chr13	+	49835576	49887743	ENSMUSG00000037851	Iars	false	mouse	GRCm39
chr13	-	49938241	49952477	ENSMUSG00000114073	Gm30302	false	mouse	GRCm39
chr13	+	49938457	49940768	ENSMUSG00000112995	Gm47977	false	mouse	GRCm39
chr13	+	50124037	50128296	ENSMUSG00000114175	Gm48051	false	mouse	GRCm39
chr13	+	50291105	50300706	ENSMUSG00000113227	4933433N18Rik	false	mouse	GRCm39
chr13	-	50399217	50404344	ENSMUSG00000095300	Gm906	false	mouse	GRCm39
chr13	+	50422012	50430706	ENSMUSG00000114035	Gm31126	false	mouse	GRCm39
chr13	-	50497619	50645777	ENSMUSG00000101136	Gm8739	false	mouse	GRCm39
chr13	+	50571886	50587816	ENSMUSG00000037816	Fbxw17	false	mouse	GRCm39
chr13	-	50597444	50597948	ENSMUSG00000114559	Gm47429	false	mouse	GRCm39
chr13	+	50621343	50629391	ENSMUSG00000071909	Nutm2	false	mouse	GRCm39
chr13	+	50852348	50857471	ENSMUSG00000094918	Gm8765	false	mouse	GRCm39
chr13	-	50907427	50919284	ENSMUSG00000113652	4930518P08Rik	false	mouse	GRCm39
chr13	+	51254896	51306582	ENSMUSG00000021395	Spin1	false	mouse	GRCm39
chr13	+	51325058	51329224	ENSMUSG00000021396	Nxnl2	false	mouse	GRCm39
chr13	-	51532172	51572722	ENSMUSG00000112959	Gm32834	false	mouse	GRCm39
chr13	+	51562675	51576833	ENSMUSG00000067586	S1pr3	false	mouse	GRCm39
chr13	-	51585077	51723523	ENSMUSG00000021448	Shc3	false	mouse	GRCm39
chr13	+	51799268	51804696	ENSMUSG00000062248	Cks2	false	mouse	GRCm39
chr13	+	51805733	51838080	ENSMUSG00000035139	Secisbp2	false	mouse	GRCm39
chr13	-	51839565	51947783	ENSMUSG00000021451	Sema4d	false	mouse	GRCm39
chr13	+	52000714	52002504	ENSMUSG00000021453	Gadd45g	false	mouse	GRCm39
chr13	+	52127250	52130619	ENSMUSG00000097495	Gm26651	false	mouse	GRCm39
chr13	-	52241643	52250704	ENSMUSG00000113090	Gm48190	false	mouse	GRCm39
chr13	+	52250777	52278197	ENSMUSG00000113211	4921525O09Rik	false	mouse	GRCm39
chr13	+	52334271	52336456	ENSMUSG00000113399	Gm48199	false	mouse	GRCm39
chr13	-	52658416	52685315	ENSMUSG00000047842	Diras2	false	mouse	GRCm39
chr13	-	52699620	52722133	ENSMUSG00000120328	Gm56592	false	mouse	GRCm39
chr13	-	52723935	52727282	ENSMUSG00000120488	Gm2848	false	mouse	GRCm39
chr13	+	52737209	52802828	ENSMUSG00000021457	Syk	false	mouse	GRCm39
chr13	-	52883651	52911241	ENSMUSG00000113737	BB123696	false	mouse	GRCm39
chr13	-	52989155	53083725	ENSMUSG00000021460	Auh	false	mouse	GRCm39
chr13	-	53121245	53135109	ENSMUSG00000056749	Nfil3	false	mouse	GRCm39
chr13	+	53140012	53154415	ENSMUSG00000120159	Gm56581	false	mouse	GRCm39
chr13	+	53155899	53172529	ENSMUSG00000113101	Gm33424	false	mouse	GRCm39
chr13	+	53182954	53189126	ENSMUSG00000112952	Gm48336	false	mouse	GRCm39
chr13	-	53263348	53440160	ENSMUSG00000021464	Ror2	false	mouse	GRCm39
chr13	-	53486784	53531433	ENSMUSG00000021468	Sptlc1	false	mouse	GRCm39
chr13	+	53547654	53609666	ENSMUSG00000107008	Gm2762	false	mouse	GRCm39
chr13	-	53557986	53568866	ENSMUSG00000107305	Gm43262	false	mouse	GRCm39
chr13	-	53620920	53627110	ENSMUSG00000021469	Msx2	false	mouse	GRCm39
chr13	-	53657642	53687293	ENSMUSG00000113834	Gm34022	false	mouse	GRCm39
chr13	-	53789930	53793229	ENSMUSG00000113599	9530014B07Rik	false	mouse	GRCm39
chr13	+	53802621	53804116	ENSMUSG00000113329	4930555G21Rik	false	mouse	GRCm39
chr13	-	53835645	53854453	ENSMUSG00000112965	Gm34278	false	mouse	GRCm39
chr13	+	53930663	53933009	ENSMUSG00000114143	Gm48548	false	mouse	GRCm39
chr13	-	54064673	54069808	ENSMUSG00000114069	E130119H09Rik	false	mouse	GRCm39
chr13	-	54075327	54088807	ENSMUSG00000113982	Gm34557	false	mouse	GRCm39
chr13	+	54122963	54130685	ENSMUSG00000113882	Gm48550	false	mouse	GRCm39
chr13	-	54205202	54209724	ENSMUSG00000021478	Drd1	false	mouse	GRCm39
chr13	+	54225888	54262361	ENSMUSG00000021474	Sfxn1	false	mouse	GRCm39
chr13	+	54346148	54390199	ENSMUSG00000034987	Hrh2	false	mouse	GRCm39
chr13	-	54373472	54377042	ENSMUSG00000090016	Gm16578	false	mouse	GRCm39
chr13	+	54399315	54399603	ENSMUSG00000113327	Gm48615	false	mouse	GRCm39
chr13	+	54455978	54492012	ENSMUSG00000112941	Gm48623	false	mouse	GRCm39
chr13	-	54463924	54481899	ENSMUSG00000113404	Gm48622	false	mouse	GRCm39
chr13	+	54519162	54531730	ENSMUSG00000025867	Cplx2	false	mouse	GRCm39
chr13	-	54546905	54547147	ENSMUSG00000086137	Gm16248	false	mouse	GRCm39
chr13	-	54606650	54616701	ENSMUSG00000025872	Thoc3	false	mouse	GRCm39
chr13	+	54651592	54699103	ENSMUSG00000043183	Simc1	false	mouse	GRCm39
chr13	-	54699031	54713248	ENSMUSG00000025871	4833439L19Rik	false	mouse	GRCm39
chr13	+	54722809	54730576	ENSMUSG00000025870	Arl10	false	mouse	GRCm39
chr13	+	54729502	54730576	ENSMUSG00000120863	Gm56582	false	mouse	GRCm39
chr13	-	54731998	54737903	ENSMUSG00000025869	Nop16	false	mouse	GRCm39
chr13	+	54738020	54738971	ENSMUSG00000025868	Higd2a	false	mouse	GRCm39
chr13	-	54740214	54759157	ENSMUSG00000047547	Cltb	false	mouse	GRCm39
chr13	+	54769560	54822215	ENSMUSG00000025873	Faf2	false	mouse	GRCm39
chr13	-	54827212	54841720	ENSMUSG00000034928	Rnf44	false	mouse	GRCm39
chr13	+	54849274	54884475	ENSMUSG00000034918	Cdhr2	false	mouse	GRCm39
chr13	-	54884484	54897687	ENSMUSG00000069227	Gprin1	false	mouse	GRCm39
chr13	-	54906673	54914408	ENSMUSG00000034891	Sncb	false	mouse	GRCm39
chr13	-	54925327	54930904	ENSMUSG00000084949	Gm16249	false	mouse	GRCm39
chr13	+	54931811	54936272	ENSMUSG00000074895	Eif4e1b	false	mouse	GRCm39
chr13	+	54937074	54944589	ENSMUSG00000025875	Tspan17	false	mouse	GRCm39
chr13	+	55035283	55035826	ENSMUSG00000100728	Gm29431	false	mouse	GRCm39
chr13	+	55061048	55062292	ENSMUSG00000085896	5330429C05Rik	false	mouse	GRCm39
chr13	-	55074576	55078069	ENSMUSG00000087335	4930526F13Rik	false	mouse	GRCm39
chr13	+	55097224	55153831	ENSMUSG00000025876	Unc5a	false	mouse	GRCm39
chr13	-	55153798	55169198	ENSMUSG00000025877	Hk3	false	mouse	GRCm39
chr13	-	55175693	55248139	ENSMUSG00000025878	Uimc1	false	mouse	GRCm39
chr13	+	55253124	55282638	ENSMUSG00000021481	Zfp346	false	mouse	GRCm39
chr13	+	55300453	55316572	ENSMUSG00000005320	Fgfr4	false	mouse	GRCm39
chr13	+	55357595	55466138	ENSMUSG00000021488	Nsd1	false	mouse	GRCm39
chr13	-	55467556	55469808	ENSMUSG00000034789	Rab24	false	mouse	GRCm39
chr13	+	55468313	55473085	ENSMUSG00000021486	Prelid1	false	mouse	GRCm39
chr13	-	55472981	55477636	ENSMUSG00000021485	Mxd3	false	mouse	GRCm39
chr13	-	55491646	55510596	ENSMUSG00000021484	Lman2	false	mouse	GRCm39
chr13	+	55517545	55532500	ENSMUSG00000052087	Rgs14	false	mouse	GRCm39
chr13	+	55546000	55563405	ENSMUSG00000021490	Slc34a1	false	mouse	GRCm39
chr13	-	55562501	55563045	ENSMUSG00000044444	Pfn3	false	mouse	GRCm39
chr13	-	55565771	55574606	ENSMUSG00000021492	F12	false	mouse	GRCm39
chr13	+	55592885	55608740	ENSMUSG00000074886	Grk6	false	mouse	GRCm39
chr13	+	55612080	55620967	ENSMUSG00000034686	Prr7	false	mouse	GRCm39
chr13	-	55621242	55635924	ENSMUSG00000034675	Dbn1	false	mouse	GRCm39
chr13	-	55643608	55661489	ENSMUSG00000021493	Pdlim7	false	mouse	GRCm39
chr13	-	55671044	55677109	ENSMUSG00000035711	Dok3	false	mouse	GRCm39
chr13	-	55678223	55684471	ENSMUSG00000021494	Ddx41	false	mouse	GRCm39
chr13	+	55683808	55684437	ENSMUSG00000114633	Gm46416	false	mouse	GRCm39
chr13	-	55687129	55718933	ENSMUSG00000021495	Fam193b	false	mouse	GRCm39
chr13	+	55721545	55745510	ENSMUSG00000058569	Tmed9	false	mouse	GRCm39
chr13	+	55747709	55758256	ENSMUSG00000021504	B4galt7	false	mouse	GRCm39
chr13	-	55749995	55752596	ENSMUSG00000086506	Gm15911	false	mouse	GRCm39
chr13	+	55770818	55780224	ENSMUSG00000021501	Caml	false	mouse	GRCm39
chr13	+	55782821	55829069	ENSMUSG00000021500	Ddx46	false	mouse	GRCm39
chr13	+	55840937	55851313	ENSMUSG00000045767	B230219D22Rik	false	mouse	GRCm39
chr13	+	55862463	55874040	ENSMUSG00000021497	Txndc15	false	mouse	GRCm39
chr13	+	55875181	55924643	ENSMUSG00000021496	Pcbd2	false	mouse	GRCm39
chr13	-	55922949	55932318	ENSMUSG00000069223	4930451E10Rik	false	mouse	GRCm39
chr13	+	55932381	55956811	ENSMUSG00000021499	Catsper3	false	mouse	GRCm39
chr13	-	55972864	55984005	ENSMUSG00000021506	Pitx1	false	mouse	GRCm39
chr13	+	55974063	56232662	ENSMUSG00000114493	Gm47071	false	mouse	GRCm39
chr13	-	55983173	55983908	ENSMUSG00000100096	Gm28760	false	mouse	GRCm39
chr13	-	56221432	56284174	ENSMUSG00000015937	Macroh2a1	false	mouse	GRCm39
chr13	-	56321517	56326698	ENSMUSG00000049625	Tifab	false	mouse	GRCm39
chr13	-	56370037	56391753	ENSMUSG00000097361	4930550C17Rik	false	mouse	GRCm39
chr13	-	56398291	56399976	ENSMUSG00000048904	Neurog1	false	mouse	GRCm39
chr13	-	56436456	56444364	ENSMUSG00000021508	Cxcl14	false	mouse	GRCm39
chr13	+	56510713	56516670	ENSMUSG00000074885	Gm10782	false	mouse	GRCm39
chr13	+	56574407	56581566	ENSMUSG00000110477	Gm3045	false	mouse	GRCm39
chr13	+	56586168	56622052	ENSMUSG00000021509	Slc25a48	false	mouse	GRCm39
chr13	-	56627090	56630059	ENSMUSG00000021538	Il9	false	mouse	GRCm39
chr13	+	56670285	56685711	ENSMUSG00000035509	Fbxl21	false	mouse	GRCm39
chr13	-	56690277	56696315	ENSMUSG00000021539	Lect2	false	mouse	GRCm39
chr13	+	56743350	56744455	ENSMUSG00000114604	2010203P06Rik	false	mouse	GRCm39
chr13	+	56757336	56787375	ENSMUSG00000035493	Tgfbi	false	mouse	GRCm39
chr13	+	56850823	56890190	ENSMUSG00000021540	Smad5	false	mouse	GRCm39
chr13	-	56900184	56901640	ENSMUSG00000110086	Smim32	false	mouse	GRCm39
chr13	-	56920926	57043806	ENSMUSG00000021541	Trpc7	false	mouse	GRCm39
chr13	-	57569008	58056146	ENSMUSG00000056222	Spock1	false	mouse	GRCm39
chr13	-	58148042	58261406	ENSMUSG00000014164	Klhl3	false	mouse	GRCm39
chr13	-	58273693	58276370	ENSMUSG00000007836	Hnrnpa0	false	mouse	GRCm39
chr13	+	58276803	58277908	ENSMUSG00000120272	Gm56576	false	mouse	GRCm39
chr13	+	58294763	58297506	ENSMUSG00000097717	1700066J03Rik	false	mouse	GRCm39
chr13	-	58302955	58305389	ENSMUSG00000114309	Gm48295	false	mouse	GRCm39
chr13	+	58305463	58312507	ENSMUSG00000050002	Idnk	false	mouse	GRCm39
chr13	-	58323970	58363467	ENSMUSG00000005312	Ubqln1	false	mouse	GRCm39
chr13	-	58332710	58339132	ENSMUSG00000114524	Gm48357	false	mouse	GRCm39
chr13	+	58363480	58364901	ENSMUSG00000119985	Gm56570	false	mouse	GRCm39
chr13	+	58379957	58384564	ENSMUSG00000114929	Gm48441	false	mouse	GRCm39
chr13	-	58381160	58423513	ENSMUSG00000021552	Gkap1	false	mouse	GRCm39
chr13	+	58422027	58459174	ENSMUSG00000097399	Gm26555	false	mouse	GRCm39
chr13	-	58435316	58506936	ENSMUSG00000060176	Kif27	false	mouse	GRCm39
chr13	-	58527631	58533039	ENSMUSG00000021550	2210016F16Rik	false	mouse	GRCm39
chr13	-	58538956	58551157	ENSMUSG00000021546	Hnrnpk	false	mouse	GRCm39
chr13	+	58550062	58558962	ENSMUSG00000035367	Rmi1	false	mouse	GRCm39
chr13	+	58590835	58592394	ENSMUSG00000114654	Gm47918	false	mouse	GRCm39
chr13	-	58693213	58758691	ENSMUSG00000021553	Slc28a3	false	mouse	GRCm39
chr13	-	58884222	58910174	ENSMUSG00000114384	4930455J16Rik	false	mouse	GRCm39
chr13	+	58910199	58924357	ENSMUSG00000114808	Gm47947	false	mouse	GRCm39
chr13	-	58923272	58945262	ENSMUSG00000114231	Gm40968	false	mouse	GRCm39
chr13	+	58954383	59281784	ENSMUSG00000055254	Ntrk2	false	mouse	GRCm39
chr13	-	58972032	58974808	ENSMUSG00000114218	Gm47423	false	mouse	GRCm39
chr13	-	59202710	59231907	ENSMUSG00000114437	4930415C11Rik	false	mouse	GRCm39
chr13	-	59292071	59293642	ENSMUSG00000114208	Gm34307	false	mouse	GRCm39
chr13	+	59293687	59352141	ENSMUSG00000114854	Gm34354	false	mouse	GRCm39
chr13	-	59318447	59330630	ENSMUSG00000114393	Gm47359	false	mouse	GRCm39
chr13	-	59359436	59364986	ENSMUSG00000114478	Gm34558	false	mouse	GRCm39
chr13	-	59383564	59403225	ENSMUSG00000114743	Gm34672	false	mouse	GRCm39
chr13	-	59442633	59478057	ENSMUSG00000114240	Gm47360	false	mouse	GRCm39
chr13	-	59553300	59557115	ENSMUSG00000114200	Gm34721	false	mouse	GRCm39
chr13	-	59559432	59567068	ENSMUSG00000114623	Gm34788	false	mouse	GRCm39
chr13	+	59566922	59570975	ENSMUSG00000114787	4930455M05Rik	false	mouse	GRCm39
chr13	-	59593556	59733041	ENSMUSG00000021557	Agtpbp1	false	mouse	GRCm39
chr13	+	59733073	59783736	ENSMUSG00000021555	Naa35	false	mouse	GRCm39
chr13	-	59782440	59823625	ENSMUSG00000021556	Golm1	false	mouse	GRCm39
chr13	-	59835216	59841922	ENSMUSG00000049902	4921517D22Rik	false	mouse	GRCm39
chr13	-	59847620	59858144	ENSMUSG00000050876	Spata31d1a	false	mouse	GRCm39
chr13	+	59860098	59867109	ENSMUSG00000091311	Spata31d1b	false	mouse	GRCm39
chr13	-	59873739	59879566	ENSMUSG00000043986	Spata31d1d	false	mouse	GRCm39
chr13	+	59874538	59897954	ENSMUSG00000114903	Gm46419	false	mouse	GRCm39
chr13	+	59881444	59886999	ENSMUSG00000097502	4930528D03Rik	false	mouse	GRCm39
chr13	-	59888656	59894566	ENSMUSG00000051054	1700014D04Rik	false	mouse	GRCm39
chr13	-	59903223	59917624	ENSMUSG00000044792	Isca1	false	mouse	GRCm39
chr13	+	59917311	59923221	ENSMUSG00000089875	Etohd2	false	mouse	GRCm39
chr13	-	59919375	59970961	ENSMUSG00000035248	Tut7	false	mouse	GRCm39
chr13	-	59928876	59929392	ENSMUSG00000114835	Gm48194	false	mouse	GRCm39
chr13	+	59971061	59981053	ENSMUSG00000114354	Gm34961	false	mouse	GRCm39
chr13	+	60021456	60022778	ENSMUSG00000114669	Gm48384	false	mouse	GRCm39
chr13	-	60049047	60063636	ENSMUSG00000114490	Gm19866	false	mouse	GRCm39
chr13	+	60177525	60264483	ENSMUSG00000114531	A530065N20Rik	false	mouse	GRCm39
chr13	-	60201498	60205439	ENSMUSG00000114795	Gm48396	false	mouse	GRCm39
chr13	+	60216455	60221831	ENSMUSG00000114734	Gm48397	false	mouse	GRCm39
chr13	-	60322219	60325179	ENSMUSG00000052957	Gas1	false	mouse	GRCm39
chr13	+	60324496	60330676	ENSMUSG00000114433	Gm48488	false	mouse	GRCm39
chr13	+	60353285	60363837	ENSMUSG00000050765	Gm5084	false	mouse	GRCm39
chr13	-	60570570	60582545	ENSMUSG00000114274	Gm35333	false	mouse	GRCm39
chr13	-	60611400	60629112	ENSMUSG00000114566	Gm48500	false	mouse	GRCm39
chr13	-	60626621	60628184	ENSMUSG00000120267	Gm56562	false	mouse	GRCm39
chr13	-	60631318	60636622	ENSMUSG00000114452	A530001N23Rik	false	mouse	GRCm39
chr13	+	60749741	60911005	ENSMUSG00000021559	Dapk1	false	mouse	GRCm39
chr13	-	60929701	60934178	ENSMUSG00000042243	BC051665	false	mouse	GRCm39
chr13	-	60946064	60950663	ENSMUSG00000056728	Ctsll3	false	mouse	GRCm39
chr13	-	60990426	61012289	ENSMUSG00000050345	4930486L24Rik	false	mouse	GRCm39
chr13	-	61043164	61045261	ENSMUSG00000074874	Ctla2b	false	mouse	GRCm39
chr13	-	61049002	61052694	ENSMUSG00000062705	Tpbpb	false	mouse	GRCm39
chr13	-	61081969	61084439	ENSMUSG00000044258	Ctla2a	false	mouse	GRCm39
chr13	-	61086306	61089798	ENSMUSG00000033834	Tpbpa	false	mouse	GRCm39
chr13	+	61103033	61107762	ENSMUSG00000114502	Gm40975	false	mouse	GRCm39
chr13	-	61147993	61153773	ENSMUSG00000055298	Ctsj	false	mouse	GRCm39
chr13	-	61182838	61188445	ENSMUSG00000021439	Ctsq	false	mouse	GRCm39
chr13	-	61307018	61312070	ENSMUSG00000055679	Ctsr	false	mouse	GRCm39
chr13	-	61342946	61351224	ENSMUSG00000021441	Cts6	false	mouse	GRCm39
chr13	-	61394559	61403172	ENSMUSG00000057446	Cts8	false	mouse	GRCm39
chr13	-	61429194	61436664	ENSMUSG00000121401	Cts8-ps	false	mouse	GRCm39
chr13	-	61500275	61506011	ENSMUSG00000021440	Cts7	false	mouse	GRCm39
chr13	-	61683557	61689653	ENSMUSG00000074871	Ctsm	false	mouse	GRCm39
chr13	-	61712444	61717941	ENSMUSG00000074870	Cts3	false	mouse	GRCm39
chr13	+	61803117	61891584	ENSMUSG00000113295	Gm49357	false	mouse	GRCm39
chr13	+	61857370	61859052	ENSMUSG00000113471	Gm48116	false	mouse	GRCm39
chr13	-	62154454	62273916	ENSMUSG00000114036	Gm48228	false	mouse	GRCm39
chr13	+	62245562	62259861	ENSMUSG00000113566	Gm40977	false	mouse	GRCm39
chr13	+	62277700	62383958	ENSMUSG00000074867	Zfp808	false	mouse	GRCm39
chr13	-	62484277	62488541	ENSMUSG00000113495	Gm19792	false	mouse	GRCm39
chr13	-	62516142	62530991	ENSMUSG00000094942	Gm3604	false	mouse	GRCm39
chr13	-	62600830	62614646	ENSMUSG00000113450	Zfp935	false	mouse	GRCm39
chr13	-	62627641	62719013	ENSMUSG00000074865	Zfp934	false	mouse	GRCm39
chr13	-	62750827	62771996	ENSMUSG00000072066	6720489N17Rik	false	mouse	GRCm39
chr13	-	62819598	62908523	ENSMUSG00000074863	Platr25	false	mouse	GRCm39
chr13	-	62920014	62933626	ENSMUSG00000091183	Gm5141	false	mouse	GRCm39
chr13	-	62961783	62963337	ENSMUSG00000114117	Gm48795	false	mouse	GRCm39
chr13	-	62984691	63006236	ENSMUSG00000021456	Fbp2	false	mouse	GRCm39
chr13	-	63012567	63036096	ENSMUSG00000069805	Fbp1	false	mouse	GRCm39
chr13	-	63092375	63097256	ENSMUSG00000113057	Gm48812	false	mouse	GRCm39
chr13	+	63112688	63473910	ENSMUSG00000021458	Aopep	false	mouse	GRCm39
chr13	+	63281865	63282325	ENSMUSG00000113257	Gm30409	false	mouse	GRCm39
chr13	+	63290308	63291748	ENSMUSG00000113203	Gm47587	false	mouse	GRCm39
chr13	-	63432857	63645092	ENSMUSG00000021461	Fancc	false	mouse	GRCm39
chr13	+	63477370	63487775	ENSMUSG00000089854	Gm16133	false	mouse	GRCm39
chr13	-	63524575	63528859	ENSMUSG00000090232	Gm16132	false	mouse	GRCm39
chr13	-	63656142	63721412	ENSMUSG00000021466	Ptch1	false	mouse	GRCm39
chr13	+	63722865	63730376	ENSMUSG00000113459	Gm30655	false	mouse	GRCm39
