srr	gse	size_gb	platform	verified	kit	species	pipeline	status	cells	host	updated_at	dl_key	in_scthread_current	ena_platform	ena_assay	isoquant_status	isoquant_cells	isoquant_transcripts	isoquant_path	isoquant_route	isoquant_barcodes_raw	isoquant_cells_method	species_metadata_source	gsm	gsm_mapping_source	gse_metadata_check	ena_experiment_accession	biosample_accession	ena_sample_accession	ena_study_accession	ena_secondary_study_accession	ena_scientific_name	ena_tax_id	ena_sample_title	ena_experiment_title	ena_instrument_model	ena_library_name	ena_library_strategy	ena_library_source	ena_library_selection	ena_library_layout	geo_title	geo_source_name	geo_organism	geo_characteristics	geo_molecule	geo_description	metadata_status	metadata_conflicts	anchor_status	annotation_status	annotation_method	annotation_cells	annotation_scope	annotation_source	annotation_reproduce	annotation_ref
SRR14808730	GSE178175	1.44	PacBio	True	3prime:v3	human	pacbio_ccs_bypass_lima	downloaded					no	PACBIO_SMRT	scPacBio	done	1321	19109	data/isoquant_pacbio/GSE178175/SRR14808730	PacBio	27620	annotation_v2_called	ENA	GSM5381315	GEO_SRX_RELATION	MATCH	SRX11141675	SAMN19697588	SRS9203747	PRJNA737508	SRP324021	Homo sapiens	9606	FCtx1_PacBio	Sequel II sequencing: GSM5381315: FCtx1_PacBio Homo sapiens RNA-Seq	Sequel II		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	FCtx1_PacBio	Frontal Cortex	Homo sapiens	tissue: Brain || age: 68 || Sex: Male || disease state: Control (healthy) sample	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA		done	annotated_with_unresolved	computational_run_local_reference_consensus_v1	7589	run_exact	COMPUTATIONAL_RUN_LOCAL_REFERENCE_CONSENSUS: same-run matrix; cross-run reference centroids only, no barcode join	python scripts/annotation/reannotate_run_local.py --gse GSE178175 --run SRR14808730; reference-consensus overlay in run audit	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR14808732	GSE178175	1.37	PacBio	True	3prime:v3	human	pacbio_ccs_bypass_lima	downloaded					no	PACBIO_SMRT	scPacBio	done	1232	18848	data/isoquant_pacbio/GSE178175/SRR14808732	PacBio	27080	annotation_v2_called	ENA	GSM5381315	GEO_SRX_RELATION	MATCH	SRX11141675	SAMN19697588	SRS9203747	PRJNA737508	SRP324021	Homo sapiens	9606	FCtx1_PacBio	Sequel II sequencing: GSM5381315: FCtx1_PacBio Homo sapiens RNA-Seq	Sequel II		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	FCtx1_PacBio	Frontal Cortex	Homo sapiens	tissue: Brain || age: 68 || Sex: Male || disease state: Control (healthy) sample	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA		done	annotated_with_unresolved	computational_run_local_reference_consensus_v1	7583	run_exact	COMPUTATIONAL_RUN_LOCAL_REFERENCE_CONSENSUS: same-run matrix; cross-run reference centroids only, no barcode join	python scripts/annotation/reannotate_run_local.py --gse GSE178175 --run SRR14808732; reference-consensus overlay in run audit	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR14808733	GSE178175	1.33	PacBio	True	3prime:v3	human	pacbio_ccs_bypass_lima	downloaded					no	PACBIO_SMRT	scPacBio	done	1137	18334	data/isoquant_pacbio/GSE178175/SRR14808733	PacBio	26168	annotation_v2_called	ENA	GSM5381315	GEO_SRX_RELATION	MATCH	SRX11141675	SAMN19697588	SRS9203747	PRJNA737508	SRP324021	Homo sapiens	9606	FCtx1_PacBio	Sequel II sequencing: GSM5381315: FCtx1_PacBio Homo sapiens RNA-Seq	Sequel II		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	FCtx1_PacBio	Frontal Cortex	Homo sapiens	tissue: Brain || age: 68 || Sex: Male || disease state: Control (healthy) sample	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA		done	annotated_with_unresolved	computational_run_local_reference_consensus_v1	7509	run_exact	COMPUTATIONAL_RUN_LOCAL_REFERENCE_CONSENSUS: same-run matrix; cross-run reference centroids only, no barcode join	python scripts/annotation/reannotate_run_local.py --gse GSE178175 --run SRR14808733; reference-consensus overlay in run audit	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR14808735	GSE178175	1.07	PacBio	True	3prime:v3	human	pacbio_ccs_bypass_lima	downloaded					no	PACBIO_SMRT	scPacBio	done	924	17369	data/isoquant_pacbio/GSE178175/SRR14808735	PacBio	23637	annotation_v2_called	ENA	GSM5381315	GEO_SRX_RELATION	MATCH	SRX11141675	SAMN19697588	SRS9203747	PRJNA737508	SRP324021	Homo sapiens	9606	FCtx1_PacBio	Sequel II sequencing: GSM5381315: FCtx1_PacBio Homo sapiens RNA-Seq	Sequel II		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	FCtx1_PacBio	Frontal Cortex	Homo sapiens	tissue: Brain || age: 68 || Sex: Male || disease state: Control (healthy) sample	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA		done	annotated_with_unresolved	computational_run_local_reference_consensus_v1	7310	run_exact	COMPUTATIONAL_RUN_LOCAL_REFERENCE_CONSENSUS: same-run matrix; cross-run reference centroids only, no barcode join	python scripts/annotation/reannotate_run_local.py --gse GSE178175 --run SRR14808735; reference-consensus overlay in run audit	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR14808736	GSE178175	0.55	PacBio	True	3prime:v3	human	pacbio_ccs_bypass_lima	downloaded					no	PACBIO_SMRT	scPacBio	done	10	10089	data/isoquant_pacbio/GSE178175/SRR14808736	PacBio	13186	annotation_v2_called	ENA	GSM5381316	GEO_SRX_RELATION	MATCH	SRX11141676	SAMN19697587	SRS9203748	PRJNA737508	SRP324021	Homo sapiens	9606	FCtx2_PacBio	Sequel II sequencing: GSM5381316: FCtx2_PacBio Homo sapiens RNA-Seq	Sequel II		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	FCtx2_PacBio	Frontal Cortex	Homo sapiens	tissue: Brain || age: 61 || Sex: Male || disease state: Control (healthy) sample	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA		done	annotated_with_unresolved	computational_run_local_reference_consensus_v1	3585	run_exact	COMPUTATIONAL_RUN_LOCAL_REFERENCE_CONSENSUS: same-run matrix; cross-run reference centroids only, no barcode join	python scripts/annotation/reannotate_run_local.py --gse GSE178175 --run SRR14808736; reference-consensus overlay in run audit	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR14808737	GSE178175	0.15	PacBio	True	3prime:v3	human	pacbio_ccs_bypass_lima	downloaded					no	PACBIO_SMRT	scPacBio	done	0	4906	data/isoquant_pacbio/GSE178175/SRR14808737	PacBio	6159	min_genes>=200	ENA	GSM5381316	GEO_SRX_RELATION	MATCH	SRX11141676	SAMN19697587	SRS9203748	PRJNA737508	SRP324021	Homo sapiens	9606	FCtx2_PacBio	Sequel II sequencing: GSM5381316: FCtx2_PacBio Homo sapiens RNA-Seq	Sequel II		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	FCtx2_PacBio	Frontal Cortex	Homo sapiens	tissue: Brain || age: 61 || Sex: Male || disease state: Control (healthy) sample	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA		done	annotated_with_unresolved	computational_run_local_reference_consensus_v1	330	run_exact	COMPUTATIONAL_RUN_LOCAL_REFERENCE_CONSENSUS: same-run matrix; cross-run reference centroids only, no barcode join	python scripts/annotation/reannotate_run_local.py --gse GSE178175 --run SRR14808737; reference-consensus overlay in run audit	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR14808738	GSE178175	0.27	PacBio	True	3prime:v3	human	pacbio_ccs_bypass_lima	downloaded					no	PACBIO_SMRT	scPacBio	done	0	7133	data/isoquant_pacbio/GSE178175/SRR14808738	PacBio	8988	min_genes>=200	ENA	GSM5381316	GEO_SRX_RELATION	MATCH	SRX11141676	SAMN19697587	SRS9203748	PRJNA737508	SRP324021	Homo sapiens	9606	FCtx2_PacBio	Sequel II sequencing: GSM5381316: FCtx2_PacBio Homo sapiens RNA-Seq	Sequel II		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	FCtx2_PacBio	Frontal Cortex	Homo sapiens	tissue: Brain || age: 61 || Sex: Male || disease state: Control (healthy) sample	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA		done	annotated_with_unresolved	computational_run_local_reference_consensus_v1	2029	run_exact	COMPUTATIONAL_RUN_LOCAL_REFERENCE_CONSENSUS: same-run matrix; cross-run reference centroids only, no barcode join	python scripts/annotation/reannotate_run_local.py --gse GSE178175 --run SRR14808738; reference-consensus overlay in run audit	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR14808739	GSE178175	0.20	PacBio	True	3prime:v3	human	pacbio_ccs_bypass_lima	downloaded					no	PACBIO_SMRT	scPacBio	done	0	5906	data/isoquant_pacbio/GSE178175/SRR14808739	PacBio	7454	min_genes>=200	ENA	GSM5381316	GEO_SRX_RELATION	MATCH	SRX11141676	SAMN19697587	SRS9203748	PRJNA737508	SRP324021	Homo sapiens	9606	FCtx2_PacBio	Sequel II sequencing: GSM5381316: FCtx2_PacBio Homo sapiens RNA-Seq	Sequel II		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	FCtx2_PacBio	Frontal Cortex	Homo sapiens	tissue: Brain || age: 61 || Sex: Male || disease state: Control (healthy) sample	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA		done	annotated_with_unresolved	computational_run_local_reference_consensus_v1	661	run_exact	COMPUTATIONAL_RUN_LOCAL_REFERENCE_CONSENSUS: same-run matrix; cross-run reference centroids only, no barcode join	python scripts/annotation/reannotate_run_local.py --gse GSE178175 --run SRR14808739; reference-consensus overlay in run audit	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR14808740	GSE178175	0.78	PacBio	True	3prime:v3	human	pacbio_ccs_bypass_lima	downloaded					no	PACBIO_SMRT	scPacBio	done	155	12368	data/isoquant_pacbio/GSE178175/SRR14808740	PacBio	16897	annotation_v2_called	ENA	GSM5381316	GEO_SRX_RELATION	MATCH	SRX11141676	SAMN19697587	SRS9203748	PRJNA737508	SRP324021	Homo sapiens	9606	FCtx2_PacBio	Sequel II sequencing: GSM5381316: FCtx2_PacBio Homo sapiens RNA-Seq	Sequel II		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	FCtx2_PacBio	Frontal Cortex	Homo sapiens	tissue: Brain || age: 61 || Sex: Male || disease state: Control (healthy) sample	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA		done	annotated_with_unresolved	computational_run_local_reference_consensus_v1	4816	run_exact	COMPUTATIONAL_RUN_LOCAL_REFERENCE_CONSENSUS: same-run matrix; cross-run reference centroids only, no barcode join	python scripts/annotation/reannotate_run_local.py --gse GSE178175 --run SRR14808740; reference-consensus overlay in run audit	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR14808741	GSE178175	0.39	PacBio	True	3prime:v3	human	pacbio_ccs_bypass_lima	downloaded					no	PACBIO_SMRT	scPacBio	done	0	8531	data/isoquant_pacbio/GSE178175/SRR14808741	PacBio	10850	min_genes>=200	ENA	GSM5381316	GEO_SRX_RELATION	MATCH	SRX11141676	SAMN19697587	SRS9203748	PRJNA737508	SRP324021	Homo sapiens	9606	FCtx2_PacBio	Sequel II sequencing: GSM5381316: FCtx2_PacBio Homo sapiens RNA-Seq	Sequel II		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	FCtx2_PacBio	Frontal Cortex	Homo sapiens	tissue: Brain || age: 61 || Sex: Male || disease state: Control (healthy) sample	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA		done	annotated_with_unresolved	computational_run_local_reference_consensus_v1	1186	run_exact	COMPUTATIONAL_RUN_LOCAL_REFERENCE_CONSENSUS: same-run matrix; cross-run reference centroids only, no barcode join	python scripts/annotation/reannotate_run_local.py --gse GSE178175 --run SRR14808741; reference-consensus overlay in run audit	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR14808742	GSE178175	0.09	PacBio	True	3prime:v3	human	pacbio_ccs_bypass_lima	downloaded					no	PACBIO_SMRT	scPacBio	done	0	4902	data/isoquant_pacbio/GSE178175/SRR14808742	PacBio	6112	min_genes>=200	ENA	GSM5381316	GEO_SRX_RELATION	MATCH	SRX11141676	SAMN19697587	SRS9203748	PRJNA737508	SRP324021	Homo sapiens	9606	FCtx2_PacBio	Sequel II sequencing: GSM5381316: FCtx2_PacBio Homo sapiens RNA-Seq	Sequel II		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	FCtx2_PacBio	Frontal Cortex	Homo sapiens	tissue: Brain || age: 61 || Sex: Male || disease state: Control (healthy) sample	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			annotated_with_unresolved	computational_run_local_reference_consensus_v1	206	run_exact	COMPUTATIONAL_RUN_LOCAL_REFERENCE_CONSENSUS: same-run matrix; cross-run reference centroids only, no barcode join	python scripts/annotation/reannotate_run_local.py --gse GSE178175 --run SRR14808742; reference-consensus overlay in run audit	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR14808743	GSE178175	25.01	ONT	True	3prime:v3	human	wf-single-cell	done	None		2026-07-07 16:04:11		yes	OXFORD_NANOPORE	scONT	done	7770	39616	data/isoquant/GSE178175/SRR14808743	10x-ONT	7770	wf_tagged_barcodes	ENA	GSM5381317	GEO_SRX_RELATION	MATCH	SRX11141677	SAMN19697586	SRS9203749	PRJNA737508	SRP324021	Homo sapiens	9606	FCtx1_ONT	PromethION sequencing: GSM5381317: FCtx1_ONT Homo sapiens RNA-Seq	PromethION		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	FCtx1_ONT	Frontal Cortex	Homo sapiens	tissue: Brain || age: 68 || Sex: Male || disease state: Control (healthy) sample	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA		done	annotated	computational_v2	6060	run_exact	COMPUTATIONAL: marker scheme 'cortex_adult' (annotate v2 cluster-level score_genes)	sbatch scripts/annotation/run_annot_v2.sbatch GSE178175	release_v1/active_cell_annotation.parquet
SRR14808744	GSE178175	79.67	ONT	True	3prime:v3	human	wf-single-cell	downloaded					no	OXFORD_NANOPORE	scONT	done	678	673	data/isoquant/GSE178175/SRR14808744	10x-ONT	678	wf_tagged_barcodes	ENA	GSM5381317	GEO_SRX_RELATION	MATCH	SRX11141677	SAMN19697586	SRS9203749	PRJNA737508	SRP324021	Homo sapiens	9606	FCtx1_ONT	PromethION sequencing: GSM5381317: FCtx1_ONT Homo sapiens RNA-Seq	PromethION		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	FCtx1_ONT	Frontal Cortex	Homo sapiens	tissue: Brain || age: 68 || Sex: Male || disease state: Control (healthy) sample	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA		done	annotated_with_unresolved	computational_run_local_reference_consensus_v1	1803	run_exact	COMPUTATIONAL_RUN_LOCAL_REFERENCE_CONSENSUS: same-run matrix; cross-run reference centroids only, no barcode join	python scripts/annotation/reannotate_run_local.py --gse GSE178175 --run SRR14808744; reference-consensus overlay in run audit	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR14808745	GSE178175	83.66	ONT	True	3prime:v3	human	wf-single-cell	done	None		2026-07-07 22:53:55		yes	OXFORD_NANOPORE	scONT	done	7879	57758	data/isoquant/GSE178175/SRR14808745	10x-ONT	7879	wf_tagged_barcodes	ENA	GSM5381317	GEO_SRX_RELATION	MATCH	SRX11141677	SAMN19697586	SRS9203749	PRJNA737508	SRP324021	Homo sapiens	9606	FCtx1_ONT	PromethION sequencing: GSM5381317: FCtx1_ONT Homo sapiens RNA-Seq	PromethION		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	FCtx1_ONT	Frontal Cortex	Homo sapiens	tissue: Brain || age: 68 || Sex: Male || disease state: Control (healthy) sample	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA		done	annotated	computational_v2	7282	run_exact	COMPUTATIONAL: marker scheme 'cortex_adult' (annotate v2 cluster-level score_genes)	sbatch scripts/annotation/run_annot_v2.sbatch GSE178175	release_v1/active_cell_annotation.parquet
SRR14808746	GSE178175	39.73	ONT	True	3prime:v3	human	wf-single-cell	done	None		2026-07-07 21:01:46		yes	OXFORD_NANOPORE	scONT	done	7050	52084	data/isoquant/GSE178175/SRR14808746	10x-ONT	7050	wf_tagged_barcodes	ENA	GSM5381318	GEO_SRX_RELATION	MATCH	SRX11141678	SAMN19697585	SRS9203750	PRJNA737508	SRP324021	Homo sapiens	9606	FCtx2_ONT	PromethION sequencing: GSM5381318: FCtx2_ONT Homo sapiens RNA-Seq	PromethION		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	FCtx2_ONT	Frontal Cortex	Homo sapiens	tissue: Brain || age: 61 || Sex: Male || disease state: Control (healthy) sample	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA		done	annotated	computational_v2	6366	run_exact	COMPUTATIONAL: marker scheme 'cortex_adult' (annotate v2 cluster-level score_genes)	sbatch scripts/annotation/run_annot_v2.sbatch GSE178175	release_v1/active_cell_annotation.parquet
SRR14808747	GSE178175	61.81	ONT	True	3prime:v3	human	wf-single-cell	downloaded					no	OXFORD_NANOPORE	scONT	done	1153	1181	data/isoquant/GSE178175/SRR14808747	10x-ONT	1153	wf_tagged_barcodes	ENA	GSM5381318	GEO_SRX_RELATION	MATCH	SRX11141678	SAMN19697585	SRS9203750	PRJNA737508	SRP324021	Homo sapiens	9606	FCtx2_ONT	PromethION sequencing: GSM5381318: FCtx2_ONT Homo sapiens RNA-Seq	PromethION		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	FCtx2_ONT	Frontal Cortex	Homo sapiens	tissue: Brain || age: 61 || Sex: Male || disease state: Control (healthy) sample	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA		done	annotated_with_unresolved	computational_run_local_reference_consensus_v1	2708	run_exact	COMPUTATIONAL_RUN_LOCAL_REFERENCE_CONSENSUS: same-run matrix; cross-run reference centroids only, no barcode join	python scripts/annotation/reannotate_run_local.py --gse GSE178175 --run SRR14808747; reference-consensus overlay in run audit	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR17074937	GSE178175	1.16	PacBio	True	3prime:v3	human	pacbio_ccs_bypass_lima	downloaded					no	PACBIO_SMRT	scPacBio	done	346	7730	data/isoquant_pacbio/GSE178175/SRR17074937	PacBio	12695	annotation_v2_called	ENA	GSM5708977	GEO_SRX_RELATION	MATCH	SRX13263399	SAMN23520882	SRS11185166	PRJNA737508	SRP324021	Homo sapiens	9606	FCtx1_PacBio_LAP_noCAP	Sequel II sequencing: GSM5708977: FCtx1_PacBio_LAP_noCAP Homo sapiens RNA-Seq	Sequel II		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	FCtx1_PacBio_LAP_noCAP	Brain	Homo sapiens	tissue: Frontal Cortex || age: 68 || Sex: Male || treatment: Control (healthy) sample	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA		done	annotated_with_unresolved	computational_run_local_reference_consensus_v1	5981	run_exact	COMPUTATIONAL_RUN_LOCAL_REFERENCE_CONSENSUS: same-run matrix; cross-run reference centroids only, no barcode join	python scripts/annotation/reannotate_run_local.py --gse GSE178175 --run SRR17074937; reference-consensus overlay in run audit	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR17074938	GSE178175	31.01	ONT	True	3prime:v3	mouse	wf-single-cell	downloaded			2026-07-11 01:29:55		no	OXFORD_NANOPORE	scONT	done	5117	20565	data/isoquant/GSE178175/SRR17074938	10x-ONT	5117	wf_tagged_barcodes	ENA	GSM5708978	GEO_SRX_RELATION	MATCH	SRX13263400	SAMN23520883	SRS11185167	PRJNA737508	SRP324021	Mus musculus	10090	HIPP_sc_Rep1_ONT	PromethION sequencing: GSM5708978: HIPP_sc_Rep1_ONT Mus musculus RNA-Seq	PromethION		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	HIPP_sc_Rep1_ONT	Brain	Mus musculus	tissue: Hippocampus || age: P7 || Sex: Female || treatment: Control (healthy) sample	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			annotated	computational_v2	0	run_exact	COMPUTATIONAL: marker scheme 'cortex_adult' (annotate v2 cluster-level score_genes)	sbatch scripts/annotation/run_annot_v2.sbatch GSE178175	release_v1/active_cell_annotation.parquet
SRR15346702	GSE181160	9.71	PacBio	True	10x:chemistry_unknown	human	unclassified	downloaded					no	PACBIO_SMRT	bulk-longread								ENA	GSM5503002	GEO_SRX_RELATION	MATCH	SRX11650744	SAMN20574951	SRS9683781	PRJNA750817	SRP330508	Homo sapiens	9606	total BM 2	Sequel II sequencing: GSM5503002: total BM 2 Homo sapiens RNA-Seq	Sequel II		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	total BM 2	bone marrow	Homo sapiens	tissue: bone marrow	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			annotated	author_cluster+computational_celltype		study_only	COMPUTATIONAL_ON_AUTHOR_CLUSTERS: marker scheme 'bm_hemato' (annotate v2 cluster-level score_genes)	R export RDS->mtx (extract.R) + scripts/annotation/annotate_gse181160.py	release_v1/active_cell_annotation.parquet
SRR15346703	GSE181160	11.25	PacBio	True	10x:chemistry_unknown	human	unclassified	downloaded					no	PACBIO_SMRT	bulk-longread								ENA	GSM5503003	GEO_SRX_RELATION	MATCH	SRX11650745	SAMN20574952	SRS9683782	PRJNA750817	SRP330508	Homo sapiens	9606	Lin-neg 2	Sequel II sequencing: GSM5503003: Lin-neg 2 Homo sapiens RNA-Seq	Sequel II		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	Lin-neg 2	bone marrow	Homo sapiens	tissue: lineage negative cells	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			annotated	author_cluster+computational_celltype		study_only	COMPUTATIONAL_ON_AUTHOR_CLUSTERS: marker scheme 'bm_hemato' (annotate v2 cluster-level score_genes)	R export RDS->mtx (extract.R) + scripts/annotation/annotate_gse181160.py	release_v1/active_cell_annotation.parquet
SRR15341784	GSE181437	2.45	PacBio	True	5prime:version_unknown	human	unclassified	downloaded					no	PACBIO_SMRT	bulk-longread								ENA	GSM5502401	GEO_SRX_RELATION	MATCH	SRX11646022	SAMN20570069	SRS9679251	PRJNA752052	SRP331074	Homo sapiens	9606	CTRL_0h_CAR_PacBio	Sequel II sequencing: GSM5502401: CTRL_0h_CAR_PacBio Homo sapiens RNA-Seq	Sequel II		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	CTRL_0h_CAR_PacBio	Peripheral Blood Mononuclear Cells(PBMCs)	Homo sapiens	cell type: PBMCs transduced individually with 14 different CAR constructs || treatment: 14 pooled CAR T-cells without exposure to target neuroblastoma cells at time 0 || molecule: mRNA	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
